0,1,2,credits,imdbId,movieId,overview,popularity,production_countries,release_date,tmdbId,vote_average
1889,Insomnia (1997),Thriller,Erik Skjoldbjærg,119375.0,1889.0,"Detectives Jonas and Erik are called to the midnight sun country of northern Norway to investigate a recent homicide, but their plan to arrest the killer goes awry, and Jonas mistakenly shoots Erik. The suspect escapes, and a frightened Jonas pins Erik's death on the fugitive. Jonas continues to pursue the killer as he seeks to protect himself; however, his mounting guilt and the omnipresent sun plague him with an insomnia that affects his sanity.",5.415,Norway,1997-03-14,26610.0,6.7
1890,Little Boy Blue (1997),Drama,Antonio Tibaldi,119547.0,1890.0,"Living in rural Texas is a dysfunctional family: an abusive dad, a Vietnam vet with a war wound that's left him impotent; a compliant wife and a son of about 20, two small sons who look a lot like their brother. The dad harbors a secret, and he goes to murderous lengths to keep it hidden. The young man, Jimmy, who has suspicions, but little comes out until a Yankee woman comes to town.",3.572,United States of America,1997-06-01,20064.0,5.9
1891,"Ugly, The (1997)",Horror|Thriller,Scott Reynolds,120401.0,1891.0,A female psychologist wants to understand the minds of a confessed serial killer who spent the last five years in a mental hospital because of his state.,1.365,New Zealand,1997-08-26,40961.0,6.1
1892,"Perfect Murder, A (1998)",Mystery|Thriller,Andrew Davis,120787.0,1892.0,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",9.653,United States of America,1998-06-05,1965.0,6.4
1893,Beyond Silence (1996),Drama,Caroline Link,,,Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.,2.81,Germany,1996-12-18,,7.2
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,Ivan Reitman,120828.0,1894.0,"When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",6.499,United States of America,1998-06-12,6068.0,5.7
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,Harry Elfont,127723.0,1895.0,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",8.064,United States of America,1998-06-12,15037.0,6.2
1896,Cousin Bette (1998),Comedy,Des McAnuff,118894.0,1896.0,"Cousin Bette is a poor and lonely seamstress, who, after the death of her prominent and wealthy sister, tries to ingratiate herself into lives of her brother-in-law, Baron Hulot, and her niece, Hortense Hulot. Failing to do so, she instead finds solace and company in a handsome young sculptor she saves from starvation. But the aspiring artist soon finds love in the arms of another woman, Hortense, leaving Bette a bitter spinster. Bette plots to take revenge on the family who turned her away and stole her only love. With the help of famed courtesan Jenny Cadine she slowly destroys the lives of those who have scorned her. Written by CherylC894@aol.com",2.451,,1998-06-12,50043.0,5.8
1897,High Art (1998),Drama|Romance,Lisa Cholodenko,139362.0,1897.0,"A young female intern at a small magazine company becomes involved with a drug-addicted lesbian photographer, both of whom seek to exploit each other for their respective careers, while slowly falling in love with each other.",3.782,United States of America,1998-06-12,37636.0,6.5
1898,"Land Girls, The (1998)",Drama|War,David Leland,119494.0,1898.0,"During World War II, the organisation ""The Women's Land Army"" recruited women to work on British farms while the men were off to war. Three such ""land girls"" of different social backgrounds - quiet Stella, young hairdresser Prue, and Cambridge graduate Ag - become best friends in spite of their different backgrounds.",1.382,United Kingdom,1998-09-25,17044.0,6.5
1899,Passion in the Desert (1998),Adventure|Drama,Lavinia Currier,125980.0,1899.0,"Young French officer Augustin Robert escorts artist Jean-Michel Venture de Paradis to Egypt during Napoleon's Egyptian campaign. Napoleon sent de Paradis to record Egypt's great monuments and temples that are destroyed by French soldiers in acts of barbarism. During combat, Augustin and Jean-Michel are separated from their regiment, and they start wandering through the desert fighting for their life. In one of the canyons Augustin meets a leopard he names Simoom and a strange bond between them appears.",1.021,United States of America,1997-08-31,60951.0,5.7
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama,Majid Majidi,118849.0,1900.0,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits...",6.362,Iran,1997-08-01,21334.0,7.9
1901,Dear Jesse (1997),Documentary,Tim Kirkman,150290.0,1901.0,"In 1996, at age 30, native son Tim Kirkman returns to North Carolina to explore the parallels and differences between himself and Jesse Helms: they're from the same town and college, with media interests, from families blessed by adoptions, Baptists by upbringing.",0.6,,1998-10-10,416437.0,0.0
1902,Dream for an Insomniac (1996),Drama|Romance,Tiffanie DeBartolo,116141.0,1902.0,"A girl with insomnia who works in a coffee house has impossibly high standards for her love and fears she will never meet a worthy man. Then in walks a new employee and they click - until she discovers he has a girlfriend. Undaunted, she moves to L.A. with a friend sure that he will dump the girlfriend and follow her. She puts all her faith in fate and hopes for the best.",1.567,United States of America,1996-04-18,32284.0,6.0
1903,Hav Plenty (1997),Comedy,Christopher Scott Cherot,126938.0,1903.0,"Lee Plenty is an almost broke would-be novelist and Havilland Savage is rich and very beautiful woman and his friend. When she invites him to her home for New Year's Eve, they start to build up a romance.",1.211,United States of America,1997-09-11,51955.0,7.4
1904,Henry Fool (1997),Comedy|Drama,Hal Hartley,122529.0,1904.0,An egocentric bum transforms the lives of a shy New Jersey garbageman and his sister.,3.692,United States of America,1997-09-07,37410.0,6.9
1905,Marie Baie Des Anges (1997),Drama,Manuel Pradal,,,"A random montage of disturbing images tell a story about one summer in the lives of two teenagers who somehow find love within each other, Orso and Marie. After they realize this, they run off to a hidden island off the coast of France where they can not be bothered until Orso's hunger for danger and crime become too much for him, forcing him to return to his normal life...",1.282,France,1998-06-19,,6.0
1906,Mr. Jealousy (1997),Comedy|Romance,Noah Baumbach,119717.0,1906.0,"After his first date at age 15 ended with the girl making out with another man at a party, aspiring writer Lester Grimm has treated all his girlfriends with jealousy and suspicion. While dating Ramona Ray, paranoia gets the best of him when he discovers that her most recent ex is successful novelist Dashiell Frank. Lester begins attending the same group therapy sessions as Dashiell to learn about Ramona's past with him.",2.219,United States of America,1997-09-11,53765.0,6.0
1907,Mulan (1998),Animation|Children's,Tony Bancroft,120762.0,1907.0,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.",19.623,United States of America,1998-06-18,10674.0,7.9
1908,Resurrection Man (1998),Drama|Thriller,Marc Evans,140508.0,1908.0,"Belfast, in 1970s. Victor Kelly is a young protestant man who hates the Catholics so much that one night he begins to brutally murder them. A reporter soon tries to uncover the murder and obtained prestige for himself, while Victor sinks deeper into madness.",0.6,United Kingdom,1998-02-13,136134.0,7.0
1909,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,Rob Bowman,120902.0,1909.0,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",8.85,Canada,1998-06-19,846.0,6.7
1910,I Went Down (1997),Action|Comedy|Crime,Paddy Breathnach,126344.0,1910.0,"Fresh out of prison, Git rescues a former best friend (now living with Git's girlfriend) from a beating at the hands of loan sharks. He's now in trouble with the mob boss, Tom French, who sends Git to Cork with another debtor, Bunny Kelly, to find a guy named Frank Grogan, and take him to a man with a friendly face at a shack across a bog. It's a tougher assignment than it seems: Git's a novice, Bunny's prone to rash acts, Frank doesn't want to be found (and once he's found, he has no money), and maybe Tom's planning to murder Frank, which puts Git in a moral dilemma. Then, there's the long-ago disappearance of Sonny Mulligan. What's a decent and stand-up lad to do?",1.4,United Kingdom,1997-10-03,12655.0,6.7
1911,Doctor Dolittle (1998),Comedy,Betty Thomas,,,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",10.353,United States of America,1998-06-22,,5.5
1912,Out of Sight (1998),Action|Crime|Romance,Steven Soderbergh,120780.0,1912.0,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.",8.232999999999999,United States of America,1998-06-26,1389.0,6.6
